[ 2012-10-19T17:08:16+08:00 ] /yconfig/index.php | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000871s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000077s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000539s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '19' ) LIMIT 1  [ RunTime:0.000214s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000102s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000163s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000071s ]
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:31+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001178s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000087s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000470s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '36' ) LIMIT 1  [ RunTime:0.000275s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000061s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000087s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000086s ]
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:32+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000789s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000438s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1159' ) LIMIT 1  [ RunTime:0.000187s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000096s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000054s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000055s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000065s ]
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:34+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000921s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000082s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000427s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1178' ) LIMIT 1  [ RunTime:0.000248s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000081s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000055s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000063s ]
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:37+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000952s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000344s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1181' ) LIMIT 1  [ RunTime:0.000269s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000084s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000054s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000062s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000064s ]
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:38+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000807s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000070s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000360s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1159' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000062s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000050s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000050s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000062s ]
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
