[ 2012-10-23T09:38:40+08:00 ] /yconfig/ | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000333s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '21' ) LIMIT 1  [ RunTime:0.000062s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000069s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000055s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000065s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/21/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000865s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000070s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000338s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '20' ) LIMIT 1  [ RunTime:0.000223s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000108s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000086s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000073s ]
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-23T12:00:18+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000725s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000066s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000340s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '19' ) LIMIT 1  [ RunTime:0.000179s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000067s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000061s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/19/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000718s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000125s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000404s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '36' ) LIMIT 1  [ RunTime:0.000308s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000081s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000092s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000075s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000078s ]
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-23T12:00:19+08:00 ] /yconfig/index.php/Category/edit/id/36/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000887s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000071s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000400s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1159' ) LIMIT 1  [ RunTime:0.000297s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000084s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000062s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'mobile' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000065s ]
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-23T12:00:55+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000889s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000069s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000368s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1194' ) LIMIT 1  [ RunTime:0.000218s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000065s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000054s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'mobile' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000067s ]
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-23T12:00:56+08:00 ] /yconfig/index.php/Category/edit/id/1194/aid/16 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-23T12:00:57+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000732s ]
[ 2012-10-23T12:00:57+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/16 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '16' ) LIMIT 1  [ RunTime:0.000065s ]
